YEARMONTH,EPISODE_ID,EVENT_ID,LOCATION_INDEX,RANGE,AZIMUTH,LOCATION,LATITUDE,LONGITUDE,LAT2,LON2
201501,1416458,552366,2,2,"ESE","NASELLE",46.3589,-123.7813,4621534,12346878
201501,1416458,552366,3,1.5,"ENE","NASELLE",46.3783,-123.7909,4622698,12347454
201501,1416458,552366,4,.5,"N","NASELLE",46.3772,-123.82,4622632,12349200
201501,1416458,552373,1,6,"W","ROSBURG",46.33,-123.7558,4619800,12345348
201501,1416458,552373,2,4.5,"WNW","GRAYS RIVER",46.3749,-123.6872,4622494,12341232
201501,1416459,552417,1,.91,"SW","ROCKINGHAM",31.54,-82.43,3132400,8225800
201501,1416459,552418,1,1.18,"SSW","ROCKINGHAM",31.5345,-82.4286,3132070,8225716
201501,1416459,552418,2,1.63,"NNE","NEW LACY",31.5719,-82.3597,3134314,8221582
201501,1416460,552419,1,1.5,"SSE","MAYPORT NAS",30.38,-81.41,3022800,8124600
201501,1416460,552420,1,.69,"S","MAYPORT NAS",30.39,-81.42,3023400,8125200
201501,1416460,552421,1,1.82,"SE","CUMBERLAND STAFFORD",31.05,-81.41,313000,8124600
201501,1416461,552422,1,3.64,"W","MAYPORT NAS",30.39,-81.48,3023400,8128800
201501,1416461,552423,1,1.5,"NNE","MAYPORT NAS",30.42,-81.41,3025200,8124600
201501,1416462,552499,1,1.38,"N","ODESSA",31.8699,-102.3683,3152194,10222098
201501,1416462,552499,2,1.54,"N","ODESSA",31.8723,-102.369,3152338,10222140
201501,1416462,552499,3,1.52,"N","ODESSA",31.8721,-102.37,3152326,10222200
201501,1416462,552499,4,1.37,"N","ODESSA",31.8698,-102.3693,3152188,10222158
201501,1416586,553878,1,.47,"W","GIG HARBOR",47.33,-122.59,4719800,12235400
201501,1416627,555984,1,.68,"SSE","SPRINGFIELD",40.6909,-74.2952,4041454,7417712
201501,1416627,555984,2,.77,"SSE","SPRINGFIELD",40.6896,-74.2948,4041376,7417688
201501,1416627,555984,3,.67,"SSE","VAUXHALL",40.6907,-74.2665,4041442,7415990
201501,1416627,555984,4,.28,"SE","UNION",40.6971,-74.2462,4041826,7414772
201501,1416627,555984,5,.19,"ESE","UNION",40.6986,-74.2468,4041916,7414808
201501,1416628,555981,1,1.05,"ESE","FLEETWOOD",40.9152,-73.8108,4054912,7348648
201501,1416628,555981,2,1.09,"W","EAST CHESTER",40.9309,-73.8008,4055854,7348048
201501,1416628,555981,3,1.35,"WNW","EAST CHESTER",40.935,-73.805,4056100,7348300
201501,1416628,555981,4,1.44,"NW","EAST CHESTER",40.9458,-73.7979,4056748,7347874
201501,1416628,555981,5,1.49,"E","TUCKAHOE",40.9463,-73.8018,4056778,7348108
201501,1416628,555981,6,1.14,"ENE","BRONXVILLE",40.937,-73.8103,4056220,7348618
201501,1416628,555981,7,.92,"ESE","FLEETWOOD",40.9161,-73.8131,4054966,7348786
201501,1416628,555982,1,.6,"ENE","FLEETWOOD",40.9227,-73.819,4055362,7349140
201501,1416628,555982,2,1.15,"E","FLEETWOOD",40.9227,-73.8083,4055362,7348498
201501,1416628,555982,3,1.15,"E","FLEETWOOD",40.9211,-73.8081,4055266,7348486
201501,1416628,555982,4,.56,"ENE","FLEETWOOD",40.9218,-73.8195,4055308,7349170
201501,1416669,555374,1,.09,"NE","EDISTO BUOY (41004)",32.501,-79.099,3230060,795940
201501,1416673,555383,1,4.07,"NNE","BURROUGHS",32.0365,-81.2301,322190,8113806
201501,1416673,555383,2,3.08,"SSE","FERNWOOD",32.0572,-81.1851,323432,8111106
201501,1416673,555384,1,2.72,"NW","FAIRWAY OAKS",32.06,-81.16,323600,819600
201501,1416673,555385,1,1.81,"SE","LIBERTY CITY",32.01,-81.1,32600,816000
201501,1416673,555386,1,1.5,"NNE","CENTRAL JCT",32.1,-81.11,326000,816600
201501,1416676,555405,1,4.88,"SSW","TURNBULL",31.6566,-87.1667,3139396,8710002
201501,1416676,555405,2,4.81,"SSW","TURNBULL",31.657,-87.1649,3139420,879894
201501,1416676,556259,1,4.23,"ENE","TUNNELL SPGS",31.6444,-87.1801,3138664,8710806
201501,1416676,556264,1,.6,"WNW","MONROEVILLE",31.522,-87.3399,3131320,8720394
201501,1416677,555406,1,3.52,"WNW","THEBA",31.57,-86.375,3134200,8622500
201501,1416677,555406,2,1.85,"W","SOCIAL TOWN",31.715,-86.201,3142900,8612060
201501,1416678,555438,1,1.73,"NNW","BLYTHE",33.6444,-114.6066,3338664,11436396
201501,1416678,555438,2,2.87,"NE","EAST BLYTHE",33.6486,-114.5438,3338916,11432628
201501,1416678,555438,3,6.02,"E","MESAVILLE",33.7081,-114.5157,3342486,11430942
201501,1416678,555438,4,3.16,"NE","MESAVILLE",33.7272,-114.5757,3343632,11434542
201501,1416678,555446,1,20.7,"NE","STYX",34.0743,-114.505,344458,11430300
201501,1416678,555446,2,23.03,"NE","COX",34.0766,-114.4552,344596,11427312
201501,1416678,555446,3,20.34,"NE","COX",34.0214,-114.4614,341284,11427684
201501,1416678,555446,4,17.88,"NE","COX",34.0185,-114.5132,341110,11430792
201501,1416679,555454,1,3.24,"SSW","MOBILE",33.011,-112.3009,33660,11218054
201501,1416679,555454,2,3.71,"WNW","MOBILE",33.0662,-112.3311,333972,11219866
201501,1416679,555454,3,3.17,"NNE","MOBILE",33.0904,-112.2439,335424,11214634
201501,1416679,555454,4,3.54,"ESE","MOBILE",33.0392,-112.2102,332352,11212612
201501,1416684,557994,1,1.05,"NW","KOLEEN",38.9798,-86.8451,3858788,8650706
201501,1416684,557994,2,1.08,"NW","KOLEEN",38.9807,-86.8446,3858842,8650676
201501,1416684,557994,3,1.02,"NW","KOLEEN",38.9804,-86.8436,3858824,8650616
201501,1416684,557994,4,1,"NW","KOLEEN",38.9794,-86.8441,3858764,8650646
201501,1416694,555717,1,0,"N","STANNARD ROCK LIGHT",47.18,-87.23,4710800,8713800
201501,1416732,556226,1,38.12,"W","TONTO BASIN",33.9299,-112.0139,3355794,112834
201501,1416732,556226,2,8.38,"NNE","WASHINGTON PARK",34.5342,-111.2201,3432052,11113206
201501,1416733,556254,1,.27,"WNW","UNION CHAPEL",33.2012,-88.1344,3312072,888064
201501,1416733,556255,1,3.5,"N","REFORM",33.43,-88.01,3325800,88600
201501,1416733,556256,1,.55,"E","CUBA",32.4312,-88.3707,3225872,8822242
201501,1416733,556256,2,1.18,"ENE","CUBA",32.437,-88.3615,3226220,8821690
201501,1416733,556257,1,2.71,"WSW","BODKA",32.8062,-88.2937,3248372,8817622
201501,1416733,556257,2,1.87,"W","BODKA",32.8211,-88.2822,3249266,8816932
201501,1416733,556258,1,3.85,"NW","WEST GREENE",32.9596,-88.1268,3257576,887608
201501,1416733,556258,2,2.9,"SSW","RIDGE",32.9827,-88.1229,3258962,887374
201501,1416733,556260,1,4.7,"NNW","MOLLOY",33.7932,-88.2302,3347592,8813812
201501,1416733,556261,1,3.59,"SW","VERNON LAMAR CO ARPT",33.79,-88.16,3347400,889600
201501,1416733,556262,1,6.84,"NNE","SNODDY",33.1243,-87.8438,337458,8750628
201501,1416733,556262,2,7.17,"NNE","SNODDY",33.1277,-87.8384,337662,8750304
201501,1416733,556263,1,6.67,"NW","RALPH",33.1277,-87.8384,337662,8750304
201501,1416733,556263,2,7.01,"NNW","RALPH",33.1382,-87.8298,338292,8749788
201501,1416733,556265,1,1.57,"ENE","PLEASANT RIDGE",34.1765,-87.9537,3410590,8757222
201501,1416733,556265,2,1.85,"ENE","PLEASANT RIDGE",34.1778,-87.9491,3410668,8756946
201501,1416733,556266,1,3.59,"NW","TWIN",34.04,-87.89,342400,8753400
201501,1416733,556266,2,4.44,"NNW","TWIN",34.0625,-87.8678,343750,8752068
201501,1416733,556810,1,3.9,"NW","BRINN",34.2039,-87.8546,3412234,8751276
201501,1416733,556819,1,.69,"N","BOX SPGS",33.21,-87.48,3312600,8728800
201501,1416733,556825,1,.03,"NW","HALEYVILLE POSEY ARP",34.2803,-87.6004,3416818,8736024
201501,1416733,556828,1,5.99,"SSE","GORDO",33.2403,-87.8594,3314418,8751564
201501,1416733,556828,2,6.85,"SSE","GORDO",33.2322,-87.845,3313932,8750700
201501,1416733,556828,3,6.36,"SSE","GORDO",33.2429,-87.8397,3314574,8750382
201501,1416733,556828,4,5.68,"SSE","GORDO",33.248,-87.8528,3314880,8751168
201501,1416733,556874,1,1.67,"NW","NORTHPORT",33.2388,-87.5981,3314328,8735886
201501,1416733,556874,2,4.97,"SW","HULL",32.9938,-87.6737,3259628,8740422
201501,1416733,556874,3,1.74,"NNW","HAGLER",33.0526,-87.3633,333156,8721798
201501,1416733,556874,4,1.42,"SW","FOX",33.255,-87.4869,3315300,8729214
201501,1416776,556863,1,2.82,"N","WASHINGTON NATIONALS PARK",38.91,-77,3854600,7700
201501,1416776,556864,1,0,"N","WASHINGTON NATIONALS PARK",38.87,-77.01,3852200,77600
201501,1416776,556865,1,0,"N","TOLLY POINT",38.94,-76.44,3856400,7626400
201501,1416776,556866,1,6.39,"WSW","THOMAS POINT LIGHT",38.85,-76.54,3851000,7632400
201501,1416776,556867,1,0,"N","THOMAS POINT LIGHT",38.9,-76.44,3854000,7626400
201501,1416776,556868,1,12.92,"SSW","THOMAS POINT LIGHT",38.73,-76.54,3843800,7632400
201501,1416776,556869,1,12.99,"ENE","BALTIMORE CITY",39.36,-76.37,3921600,7622200
201501,1416776,556870,1,17.98,"WNW","PINEY POINT",38.24,-76.83,3814400,7649800
201501,1416776,556871,1,0,"N","PINEY POINT",38.13,-76.53,387800,7631800
201501,1416776,556872,1,0,"N","COVE POINT",38.43,-76.39,3825800,7623400
201501,1416776,556873,1,0,"N","SMITH ISLAND",37.98,-76.04,3758800,762400
201501,1416778,556884,1,.86,"ENE","SAMANTHA",33.4232,-87.6055,3325392,8736330
201501,1416778,556884,2,1.27,"NNE","COKER",33.2466,-87.6905,3314796,8741430
201501,1416778,556885,1,0,"N","(TCL)TUSCALOOSA ARPT",33.22,-87.62,3313200,8737200
201501,1416778,556886,1,0,"N","(BHM)BIRMINGHAM ARPT",33.57,-86.75,3334200,8645000
201501,1416778,556887,1,.76,"NW","CALERA",33.109,-86.7774,336540,8646644
201501,1416778,556888,1,.69,"N","DUNAVANT",33.49,-86.55,3329400,8633000
201501,1416778,556889,1,1.07,"ENE","CALERA",33.1048,-86.7525,336288,8645150
201501,1416803,557126,1,0,"N","ROCK OF AGES LIGHT",47.77,-89.22,4746200,8913200
201501,1416850,557799,1,0,"N","BUZZARDS BAY ENTRANCE TOWER",41.4,-71.03,4124000,711800
201501,1416850,557803,1,8.29,"S","THATCHER ISLAND",42.51,-70.57,4230600,7034200
201501,1416850,557804,1,6.58,"NNE","MINOT LIGHT",42.35,-70.69,4221000,7041400
201501,1416854,557899,1,4,"S","KEY WEST",24.5021,-81.78,2430126,8146800
201503,1417924,566254,3,.86,"E","DAWKINS",37.7711,-82.7543,3746266,8245258
201503,1417924,566254,4,.82,"E","DAWKINS",37.7687,-82.7552,3746122,8245312
201503,1417924,566255,1,.7,"W","FARISTON",37.0714,-84.0626,374284,843756
201503,1417924,566255,2,.57,"W","FARISTON",37.071,-84.0602,374260,843612
201503,1417924,566255,3,.68,"W","FARISTON",37.0684,-84.0621,374104,843726
201503,1417924,566255,4,.81,"W","FARISTON",37.07,-84.0646,374200,843876
201503,1417924,566256,1,1.57,"WSW","WEST PRESTONSBURG",37.6574,-82.824,3739444,8249440
201503,1417924,566256,2,1.38,"SW","WEST PRESTONSBURG",37.6556,-82.8176,3739336,8249056
201503,1417924,566256,3,1.73,"SW","WEST PRESTONSBURG",37.6518,-82.8216,3739108,8249296
201503,1417924,566256,4,1.8,"SW","WEST PRESTONSBURG",37.6541,-82.8261,3739246,8249566
201503,1417924,566257,1,1.54,"E","QUICKSAND",37.528,-83.3219,3731680,8319314
201503,1417924,566257,2,1.17,"WNW","PRESS",37.5346,-83.3006,3732076,8318036
201503,1417924,566257,3,1.83,"WNW","PRESS",37.5432,-83.309,3732592,8318540
201503,1417924,566257,4,1.5,"ENE","QUICKSAND",37.5379,-83.3244,3732274,8319464
201503,1417924,566258,1,1.2,"SW","PIGEONROOST",37.1072,-83.8147,376432,8348882
201503,1417924,566258,2,1.15,"S","SIBERT",37.1034,-83.7819,376204,8346914
201503,1417924,566258,3,1.01,"N","COTTONGIM",37.0844,-83.7835,375064,8347010
201503,1417924,566258,4,2.31,"WNW","COTTONGIM",37.0883,-83.815,375298,8348900
201503,1417924,566259,1,1.43,"SE","DRYHILL",37.208,-83.3489,3712480,8320934
201503,1417924,566259,2,1.83,"ESE","DRYHILL",37.2079,-83.3404,3712474,8320424
201503,1417924,566259,3,2.03,"SE","DRYHILL",37.203,-83.3401,3712180,8320406
201503,1417924,566259,4,1.61,"SE","DRYHILL",37.2039,-83.3489,3712234,8320934
201503,1417924,566260,1,1.22,"ESE","TOLIVER",37.8114,-83.4506,3748684,8327036
201503,1417924,566260,2,1.46,"WNW","HAZEL GREEN",37.8115,-83.4425,3748690,8326550
201503,1417924,566260,3,1.2,"WNW","HAZEL GREEN",37.8049,-83.4412,3748294,8326472
201503,1417924,566260,4,1.44,"SE","TOLIVER",37.8051,-83.4516,3748306,8327096
201503,1417924,566261,1,1,"W","BURKHART",37.7,-83.2883,3742000,8317298
201503,1417924,566261,2,.96,"W","BURKHART",37.7001,-83.2876,3742006,8317256
201503,1417924,566261,3,.96,"W","BURKHART",37.6992,-83.2875,3741952,8317250
201503,1417924,566261,4,1,"W","BURKHART",37.6991,-83.2883,3741946,8317298
201503,1417924,566262,1,0,"N","HINDMAN",37.33,-82.98,3719800,8258800
201503,1417924,566262,2,.53,"NW","HINDMAN",37.335,-82.9873,3720100,8259238
201503,1417924,566262,3,.71,"WNW","HINDMAN",37.3332,-82.9923,3719992,8259538
201503,1417924,566262,4,.51,"WSW","HINDMAN",37.3283,-82.9891,3719698,8259346
201503,1417924,566263,1,0,"N","BEVERLY",36.93,-83.53,3655800,8331800
201503,1417924,566263,2,.51,"W","BEVERLY",36.9311,-83.5391,3655866,8332346
201503,1417924,566263,3,1.22,"SW","BEVERLY",36.9171,-83.545,3655026,8332700
201503,1417924,566263,4,.88,"SSW","BEVERLY",36.9175,-83.5335,3655050,8332010
201503,1417924,566264,1,2.09,"SW","HOLLYHILL",36.6519,-84.3501,3639114,8421006
201503,1417924,566264,2,1.87,"SW","HOLLYHILL",36.6534,-84.3468,3639204,8420808
201503,1417924,566264,3,1.94,"SW","HOLLYHILL",36.6499,-84.3444,3638994,8420664
201503,1417924,566264,4,1.98,"N","CREEKMORE",36.6487,-84.3478,3638922,8420868
201503,1417924,566265,1,0,"N","WAYLAND",37.45,-82.8,3727000,8248000
201503,1417924,566265,2,.13,"SSW","GLO",37.4482,-82.8206,3726892,8249236
201503,1417924,566265,3,.88,"S","GLO",37.4373,-82.8184,3726238,8249104
201503,1417924,566265,4,.76,"S","WAYLAND",37.439,-82.799,3726340,8247940
201503,1417924,566266,1,0,"N","SALYERSVILLE",37.75,-83.07,3745000,834200
201503,1417924,566266,2,.19,"NE","SALYERSVILLE",37.752,-83.0676,3745120,834056
201503,1417924,566266,3,.24,"E","SALYERSVILLE",37.7504,-83.0656,3745024,833936
201503,1417924,566266,4,.07,"SE","SALYERSVILLE",37.7493,-83.0692,3744958,834152
201503,1417924,566267,1,.72,"E","ROYALTON",37.678,-83.007,3740680,83420
201503,1417924,566267,2,.99,"WSW","MARSHALLVILLE",37.6764,-82.9975,3740584,8259850
201503,1417924,566267,3,1.23,"ESE","ROYALTON",37.6717,-83.0001,3740302,8306
201503,1417924,566267,4,.76,"ESE","ROYALTON",37.6744,-83.0082,3740464,83492
201503,1417924,566268,1,3,"W","HYDEN",37.17,-83.4245,3710200,8325470
201503,1417924,566268,2,.6,"SW","THOUSANDSTICKS",37.1729,-83.4262,3710374,8325572
201503,1417924,566268,3,.7,"SW","THOUSANDSTICKS",37.172,-83.4279,3710320,8325674
201503,1417924,566268,4,.79,"SSW","THOUSANDSTICKS",37.1697,-83.4262,3710182,8325572
201503,1417924,566269,1,1,"SSW","HAROLD",37.5366,-82.637,3732196,8238220
201503,1417924,566269,2,.37,"E","AMBA",37.5297,-82.6432,3731782,8238592
201503,1417924,566269,3,.25,"NNE","AMBA",37.5334,-82.6484,3732004,8238904
201503,1417924,566269,4,.79,"NE","AMBA",37.5383,-82.64,3732298,8238400
201503,1417924,566271,1,1.08,"NNE","LAMERO",37.3149,-84.1642,3718894,849852
201503,1417924,566271,2,2.68,"ENE","LAMERO",37.3153,-84.1252,3718918,847512
201503,1417924,566271,3,2.62,"ESE","LAMERO",37.2906,-84.1239,3717436,847434
201503,1417924,566271,4,.54,"SW","LAMERO",37.294,-84.1762,3717640,8410572
201503,1417924,566272,1,0,"N","BLACKEY",37.13,-82.98,377800,8258800
201503,1417924,566272,2,1.04,"ENE","BLACKEY",37.1345,-82.962,378070,8257720
201503,1417924,566272,3,.13,"SE","ROXANA",37.1184,-82.9487,377104,8256922
201503,1417924,566272,4,1.19,"S","BLACKEY",37.113,-82.9768,376780,8258608
201503,1417924,566273,1,0,"N","WAYLAND",37.45,-82.8,3727000,8248000
201503,1417924,566273,2,.51,"S","ESTILL",37.4427,-82.8283,3726562,8249698
201503,1417924,566273,3,.79,"NE","DEMA",37.4293,-82.8116,3725758,8248696
201503,1417924,566273,4,1.21,"SSE","WAYLAND",37.434,-82.7909,3726040,8247454
201503,1417924,566274,1,0,"N","PRESS",37.53,-83.28,3731800,8316800
201503,1417924,566274,2,.73,"WNW","WILSTACY",37.5353,-83.2616,3732118,8315696
201503,1417924,566274,3,.53,"SSW","WILSTACY",37.5232,-83.2545,3731392,8315270
201503,1417924,566274,4,.7,"S","PRESS",37.5201,-83.2776,3731206,8316656
201503,1417924,566275,1,4,"W","EOLIA",37.05,-82.8525,373000,8251150
201503,1417924,566275,2,1.59,"W","DAY",37.0739,-82.8584,374434,8251504
201503,1417924,566275,3,2.01,"ENE","KINGS CREEK",37.0634,-82.8877,373804,8253262
201503,1417924,566275,4,2.43,"E","KINGS CREEK",37.045,-82.8764,372700,8252584
201503,1417924,566276,1,1.31,"SSE","OSBORN",37.462,-82.6123,3727720,8236738
201503,1417924,566276,2,1.49,"SSE","OSBORN",37.4616,-82.606,3727696,8236360
201503,1417924,566276,3,1.8,"SSE","OSBORN",37.4563,-82.6065,3727378,8236390
201503,1417924,566276,4,1.69,"S","OSBORN",37.4559,-82.6143,3727354,8236858
201503,1417924,566277,1,0,"N","HINDMAN",37.33,-82.98,3719800,8258800
201503,1417924,566277,2,1.26,"WSW","HINDMAN",37.3249,-83.0021,3719494,83126
201503,1417924,566277,3,1.29,"WNW","HINDMAN",37.3354,-83.0026,3720124,83156
201503,1417924,566277,4,.54,"NNW","HINDMAN",37.3369,-82.9847,3720214,8259082
201503,1417924,566278,1,1.04,"ENE","TURKEY CREEK",37.6765,-82.3028,3740590,8218168
201503,1417924,566278,2,.78,"WSW","SOUTH WILLIAMSON",37.676,-82.2934,3740560,8217604
201503,1417924,566278,3,1.08,"WSW","SOUTH WILLIAMSON",37.6714,-82.2966,3740284,8217796
201503,1417924,566278,4,.83,"ENE","TURKEY CREEK",37.6734,-82.3054,3740404,8218324
201503,1417924,566279,1,2,"NNE","BOARD TREE",37.5567,-82.156,3733402,829360
201503,1417924,566279,2,1.22,"SSE","FREEBURN",37.5542,-82.1398,3733252,828388
201503,1417924,566279,3,.65,"NNE","ARROW",37.5391,-82.1474,3732346,828844
201503,1417924,566279,4,1.16,"N","BOARD TREE",37.5468,-82.1695,3732808,8210170
201503,1417924,566280,1,1.14,"E","STIDHAM",37.881,-82.5592,3752860,8233552
201503,1417924,566280,2,1.44,"WNW","INEZ",37.8812,-82.5523,3752872,8233138
201503,1417924,566280,3,1.33,"WNW","INEZ",37.8783,-82.552,3752698,8233120
201503,1417924,566280,4,1.2,"E","STIDHAM",37.8777,-82.5582,3752662,8233492
201503,1417924,566281,1,2,"E","CARRIE",37.33,-82.9936,3719800,8259616
201503,1417924,566281,2,.39,"WNW","HINDMAN",37.3322,-82.9866,3719932,8259196
201503,1417924,566281,3,.27,"W","HINDMAN",37.33,-82.985,3719800,8259100
201503,1417924,566281,4,.72,"W","HINDMAN",37.3283,-82.9928,3719698,8259568
201503,1417924,566282,1,0,"N","WAYLAND",37.45,-82.8,3727000,8248000
201503,1417924,566282,2,.37,"SE","GLO",37.4458,-82.8158,3726748,8248948
201503,1417924,566282,3,1.1,"SSW","WAYLAND",37.4362,-82.81,3726172,8248600
201503,1417924,566282,4,.76,"SSE","WAYLAND",37.4392,-82.7973,3726352,8247838
201503,1417924,566283,1,1.41,"NW","NEON",37.1938,-82.7188,3711628,8243128
201503,1417924,566283,2,1.05,"NNW","NEON",37.1943,-82.7064,3711658,8242384
201503,1417924,566283,3,.67,"NW","NEON",37.188,-82.7069,3711280,8242414
201503,1417924,566283,4,1.22,"WNW","NEON",37.189,-82.7191,3711340,8243146
201503,1417924,566284,1,0,"N","GARRETT",37.48,-82.83,3728800,8249800
201503,1417924,566284,2,.58,"E","GARRETT",37.4798,-82.8195,3728788,8249170
201503,1417924,566284,3,.65,"ESE","GARRETT",37.4759,-82.8194,3728554,8249164
201503,1417924,566284,4,.28,"S","GARRETT",37.4759,-82.8298,3728554,8249788
201503,1417924,566285,1,0,"N","HAZARD",37.25,-83.2,3715000,8312000
201503,1417924,566285,2,.52,"W","LOTHAIR",37.2512,-83.1893,3715072,8311358
201503,1417924,566285,3,.5,"SSW","LOTHAIR",37.2435,-83.1839,3714610,8311034
201503,1417924,566285,4,.52,"SSE","HAZARD",37.2428,-83.197,3714568,8311820
201503,1417924,566286,1,0,"N","MARTIN",37.57,-82.75,3734200,8245000
201503,1417924,566286,2,.4,"ENE","ALPHORETTA",37.5723,-82.7634,3734338,8245804
201503,1417924,566286,3,.42,"SE","ALPHORETTA",37.5663,-82.7638,3733978,8245828
201503,1417924,566286,4,.29,"SSW","MARTIN",37.5663,-82.7525,3733978,8245150
201503,1417924,566287,1,4,"WSW","VANCLEVE",37.6079,-83.4975,3736474,8329850
201503,1417924,566287,2,.74,"N","WAR CREEK",37.6106,-83.4823,3736636,8328938
201503,1417924,566287,3,.26,"SSW","LAWSON",37.5966,-83.4719,3735796,8328314
201503,1417924,566287,4,.87,"SW","WAR CREEK",37.5917,-83.4918,3735502,8329508
201503,1417924,569196,1,0,"N","EVARTS",36.87,-83.2,3652200,8312000
201503,1417924,569196,2,.51,"WNW","DARKMONT",36.8717,-83.189,3652302,8311340
201503,1417924,569196,3,.4,"WSW","DARKMONT",36.8679,-83.1867,3652074,8311202
201503,1417924,569196,4,.46,"SSE","EVARTS",36.8641,-83.1961,3651846,8311766
201503,1417925,565442,1,.99,"WSW","EDGERLY",30.2253,-93.5156,3013518,9330936
201503,1417925,565442,2,9.15,"WSW","NIBLETTS BLUFF",30.1363,-93.8143,308178,9348858
201503,1417925,565442,3,26.8,"SW","NIBLETTS BLUFF",29.9496,-94.0224,2956976,941344
201503,1417925,565442,4,26.23,"SW","TOOMEY",29.8824,-93.9362,2952944,9356172
201503,1417932,565586,1,4.19,"S","BEAVERTON",33.87,-88.02,3352200,881200
201503,1417932,565607,1,1.79,"NE","SNEAD",34.12,-86.35,347200,8621000
201503,1417932,565608,1,2.67,"ENE","WALNUT GROVE",34.09,-86.26,345400,8615600
201503,1417932,565609,1,.9,"SE","ROCK CITY",33.97,-87.71,3358200,8742600
201503,1417932,565610,1,3.5,"N","ELDRIDGE",33.97,-87.61,3358200,8736600
201503,1417932,565611,1,2.95,"WSW","NAUVOO",33.99,-87.53,3359400,8731800
201503,1417932,565613,1,0,"N","ELDRIDGE",33.92,-87.62,3355200,8737200
201503,1417932,565616,1,5.58,"WSW","TALLADEGA MUNI ARPT",33.54,-86.14,3332400,868400
201503,1417932,565617,1,1.5,"SSE","CLARENCE",34.06,-86.42,343600,8625200
201503,1417932,565618,1,.47,"SSW","LINCOLN",33.6141,-86.1241,3336846,867446
201503,1417932,565619,1,1.38,"N","WILLIAMS",33.92,-86.1,3355200,866000
201503,1417932,565735,1,4.15,"NNW","HENRY LAKE",33.87,-86.11,3352200,866600
201503,1417932,565736,1,.9,"SE","JACKSONVILLE",33.81,-85.76,3348600,8545600
201503,1417932,565737,1,.57,"W","NATHAN",34.08,-87.21,344800,8712600
201503,1417932,565740,1,2.15,"SSE","RAINBOW CITY",33.92,-86.02,3355200,861200
201503,1417932,565743,1,.69,"N","COLDWATER",33.59,-85.92,3335400,8555200
201503,1417932,565745,1,0,"N","ALEXANDRIA",33.77,-85.88,3346200,8552800
201503,1417932,565746,1,5.63,"NNE","STAFFORD",33.52,-88.2,3331200,8812000
201503,1417932,567679,1,.57,"E","DUKE",33.83,-85.89,3349800,8553400
201503,1417932,567680,1,1.8,"NE","(ANB)ANNISTON CALHOU",33.6,-85.83,3336000,8549800
201503,1417932,567681,1,.9,"NE","WEAVER",33.76,-85.81,3345600,8548600
201503,1417932,567682,1,.57,"W","ATTALLA",34.02,-86.09,341200,865400
201503,1417932,567683,1,.58,"E","ASHLAND",33.27,-85.84,3316200,8550400
201503,1417932,567684,1,.69,"S","MILLPORT",33.56,-88.08,3333600,884800
201503,1417932,567685,1,2.07,"N","MARKTON",33.91,-86.02,3354600,861200
201503,1417932,567686,1,5.05,"NW","NEWTONVILLE",33.59,-87.85,3335400,8751000
201503,1417932,567687,1,1.16,"W","MALONE",33.2,-85.57,3312000,8534200
201503,1417932,567688,1,1.38,"S","HIGHMOUND",34.13,-86.38,347800,8622800
201503,1417932,567690,1,1.35,"ENE","ROANOKE",33.16,-85.33,339600,8519800
201503,1417932,567695,1,0,"N","REFORM NO PICKENS AR",33.38,-88,3322800,8800
201503,1417932,567697,1,0,"N","GORDO",33.32,-87.9,3319200,8754000
201503,1417932,567698,1,2.7,"SE","SHIRLEY",33.3,-87.7,3318000,8742000
201503,1417932,567699,1,2.07,"N","NORTHPORT",33.25,-87.58,3315000,8734800
201503,1417932,567700,1,1.5,"NNE","COKER",33.25,-87.69,3315000,8741400
201503,1417932,567701,1,1.5,"NNW","NORTHPORT",33.24,-87.59,3314400,8735400
201503,1417932,567702,1,.69,"N","ROSEDALE",33.21,-87.5707,3312600,8734242
201503,1417932,567703,1,1.5,"SSE","CHISCA",33.85,-87.49,3351000,8729400
201503,1417932,567704,1,1.38,"S","COLEANOR",33.06,-87.03,333600,871800
201503,1417932,567705,1,0,"N","GAMBLE",33.88,-87.33,3352800,8719800
201503,1417932,567706,1,0,"N","TOWNLEY",33.83,-87.43,3349800,8725800
201503,1417932,567707,1,5.35,"ESE","JASPER WALKER CO ARP",33.85,-87.18,3351000,8710800
201503,1417932,567708,1,1.15,"W","PALOS",33.65,-87.07,3339000,874200
201503,1417932,567709,1,0,"N","GRAYSVILLE",33.63,-86.97,3337800,8658200
201503,1417936,565647,1,.97,"SSW","ST JOSEPH",35.0364,-87.5041,352184,8730246
201503,1417936,565648,1,0,"N","ST JOSEPH",35.05,-87.5,353000,8730000
201503,1417936,565649,1,1,"SSW","LORETTO",35.0666,-87.4568,353996,8727408
201503,1417936,565650,1,1.74,"N","CROSSROADS",35.0949,-87.7344,355694,8744064
201503,1417942,566017,1,.69,"S","HUME",38.09,-94.58,385400,9434800
201503,1417942,566018,1,.69,"N","BUTLER",38.26,-94.33,3815600,9419800
201503,1417942,566019,1,0,"N","ADRIAN",38.4,-94.35,3824000,9421000
201503,1417942,566020,1,.57,"SE","ADRIAN",38.3948,-94.3418,3823688,9420508
201503,1417942,566021,1,.88,"SE","GARDEN CITY",38.56,-94.19,3833600,9411400
201503,1417942,566022,1,2.97,"SSW","GUNN CITY",38.63,-94.19,3837800,9411400
