YEARMONTH,EPISODE_ID,EVENT_ID,LOCATION_INDEX,RANGE,AZIMUTH,LOCATION,LATITUDE,LONGITUDE,LAT2,LON2
201503,1418058,568723,1,2.18,"SE","HINTON",35.45,-98.33,3527000,9819800
201503,1418058,568724,1,10.16,"SW","CALUMET",35.49,-98.24,3529400,9814400
201503,1418058,568725,1,15.69,"SW","CALUMET",35.42,-98.29,3525200,9817400
201503,1418058,568726,1,0,"N","HINTON",35.47,-98.36,3528200,9821600
201503,1418058,568727,1,5.71,"SE","LAWTON",34.56,-98.31,3433600,9818600
201503,1418058,568728,1,0,"N","OKLAHOMA CITY",35.47,-97.51,3528200,9730600
201503,1418058,568729,1,.89,"SE","MEEKER",35.49,-96.88,3529400,9652800
201503,1418058,568730,1,1.84,"WSW","LAWTON",34.6,-98.42,3436000,9825200
201503,1418058,568731,1,0,"N","OKLAHOMA CITY",35.47,-97.51,3528200,9730600
201503,1418058,568732,1,0,"N","GRACEMONT",35.19,-98.26,3511400,9815600
201503,1418058,568733,1,4.8,"SE","SEWARD",35.76,-97.42,3545600,9725200
201503,1418058,568734,1,0,"N","MIDWEST CITY",35.46,-97.39,3527600,9723400
201503,1418058,568735,1,0,"N","MEEKER",35.5,-96.89,3530000,9653400
201503,1418058,568736,1,4.87,"S","SEWARD",35.73,-97.48,3543800,9728800
201503,1418058,568737,1,4.15,"S","SEWARD",35.74,-97.49,3544400,9729400
201503,1418058,568738,1,0,"N","UNION CITY",35.39,-97.94,3523400,9756400
201503,1418058,568739,1,0,"N","MUSTANG",35.39,-97.72,3523400,9743200
201503,1418058,568740,1,0,"N","MUSTANG",35.39,-97.72,3523400,9743200
201503,1418058,568741,1,0,"N","YUKON",35.5,-97.74,3530000,9744400
201503,1418058,568742,1,2.82,"E","MUSTANG",35.39,-97.67,3523400,9740200
201503,1418058,568743,1,0,"N","MUSTANG",35.39,-97.72,3523400,9743200
201503,1418058,568744,1,0,"N","OKLAHOMA CITY",35.47,-97.51,3528200,9730600
201503,1418058,568745,1,0,"N","OKLAHOMA CITY",35.47,-97.51,3528200,9730600
201503,1418063,568780,1,0,"N","ZAPATA",26.9,-99.23,2654000,9913800
201503,1418063,568781,1,0,"N","ESCOBAS",27.07,-99.02,274200,991200
201503,1418063,568782,1,0,"N","HEBBRONVILLE",27.32,-98.68,2719200,9840800
201503,1418063,568785,1,1.34,"ENE","ZAPATA ARPT",26.89,-99.2613,2653400,9915678
201503,1418063,568785,2,4.3,"WSW","BUSTEMANTE",26.9668,-99.1791,2658008,9910746
201503,1418063,568785,3,4.57,"NNW","ZAPATA ARPT",26.9424,-99.3046,2656544,9918276
201503,1418063,568785,4,4.5,"NNW","ZAPATA ARPT",26.9404,-99.3074,2656424,9918444
201503,1418064,568789,1,7.84,"NNW","LOXAHATCHEE",26.78,-80.41,2646800,8024600
201503,1418066,568973,1,.57,"N","SHADY PT",35.1382,-94.6682,358292,9440092
201503,1418066,568973,2,2.5,"SSW","TAHONA",35.1398,-94.6246,358388,9437476
201503,1418066,568973,3,1.64,"N","WILLIAMS",35.1937,-94.5504,3511622,9433024
201503,1418066,568973,4,1.79,"NE","COAL CREEK",35.1985,-94.6479,3511910,9438874
201503,1418069,569027,1,2.9,"SW","SUMMERLAND KEY",24.6275,-81.4792,2437650,8128752
201503,1418070,569028,1,1.76,"S","KEY WEST",24.5345,-81.7793,2432070,8146758
201503,1418071,569029,1,6.85,"WSW","LAYTON",24.79,-80.92,2447400,8055200
201503,1418072,569030,1,2.11,"WNW","KEY WEST",24.5743,-81.8097,2434458,8148582
201503,1418072,569031,1,2.29,"W","MARATHON",24.7179,-81.1265,2443074,817590
201503,1418073,569032,1,1.74,"SE","BIG COPPITT KEY",24.5801,-81.6829,2434806,8140974
201503,1418073,569033,1,10.21,"ENE","DRY TORTUGAS LIGHT",24.693,-82.773,2441580,8246380
201502,1417530,562614,3,4,"SW","BRINNON",47.6391,-122.9608,4738346,12257648
201502,1417530,562614,4,2,"SSW","BRINNON",47.6533,-122.9165,4739198,12254990
201502,1417579,563449,1,.34,"SE","MC CUTCHEN HGTS",36.3668,-89.0655,3622008,893930
201502,1417579,563449,2,1.46,"SSE","MC CUTCHEN HGTS",36.3494,-89.0645,3620964,893870
201502,1417579,563449,3,1.77,"SSE","RIVES",36.3467,-89.037,3620802,892220
201502,1417579,563449,4,.63,"ESE","RIVES",36.3677,-89.039,3622062,892340
201502,1417579,563450,1,4,"NW","ARLINGTON",35.3409,-89.7302,3520454,8943812
201502,1417579,563450,2,2.41,"ENE","BOLTON",35.327,-89.738,3519620,8944280
201502,1417579,563450,3,2.36,"NW","ARLINGTON",35.3266,-89.7063,3519596,8942378
201502,1417579,563450,4,3.12,"SSW","MADGE",35.3408,-89.7075,3520448,8942450
201502,1417579,563458,1,2.11,"SSE","TABERNACLE",35.4903,-89.5712,3529418,8934272
201502,1417579,563458,2,5,"NW","MASON",35.4712,-89.6128,3528272,8936768
201502,1417579,563458,3,.68,"WNW","MASON",35.4243,-89.5609,3525458,8933654
201502,1417579,563458,4,1.49,"NNW","GAILOR",35.4484,-89.5338,3526904,8932028
201502,1417580,563459,1,0,"N","CARUTHERSVILLE",36.18,-89.65,3610800,8939000
201502,1417580,563459,2,1.51,"NW","CARUTHERSVILLE",36.1966,-89.6677,3611796,8940062
201502,1417580,563459,3,.3,"WNW","CARUTHERSVILLE ARPT",36.1717,-89.6749,3610302,8940494
201502,1417580,563459,4,.83,"S","CARUTHERSVILLE",36.1681,-89.6488,3610086,8938928
201502,1417586,563530,1,42.62,"S","S BAFFIN BAY",26.5836,-97.3533,2635016,9721198
201502,1417605,563958,1,2,"NE","ROSBURG",46.3505,-123.6004,4621030,12336024
201502,1417605,563958,2,1.25,"NE","ROSBURG",46.3428,-123.6115,4620568,12336690
201502,1417605,563958,3,1.25,"N","ROSBURG",46.3481,-123.63,4620886,12337800
201502,1417605,563958,4,2.2,"NNE","ROSBURG",46.3594,-123.6124,4621564,12336744
201502,1417606,564101,1,40,"SW","(PRC)PRESCOTT ARPT",34.2406,-112.9164,3414436,11254984
201502,1417606,564101,2,0,"N","OAK CREEK CANYON ARP",34.85,-111.78,3451000,11146800
201502,1417618,564158,1,0,"N","RYE",34.1,-111.35,346000,11121000
201502,1417618,564158,2,15,"NE","PAYSON",34.3835,-111.1442,3423010,1118652
201502,1417647,565197,1,1.56,"E","KEY WEST",24.5571,-81.7554,2433426,8145324
201503,1417663,554121,4,1.59,"E","BROOKS",38.0734,-85.6712,384404,8540272
201503,1417663,554129,1,.86,"S","TAYLORSVILLE",38.0176,-85.3514,381056,8521084
201503,1417663,554129,2,1.11,"S","TAYLORSVILLE",38.014,-85.3519,38840,8521114
201503,1417663,554129,3,1.07,"SSW","TAYLORSVILLE",38.0152,-85.3554,38912,8521324
201503,1417663,554129,4,.81,"SSW","TAYLORSVILLE",38.0188,-85.3541,381128,8521246
201503,1417663,554130,1,3.88,"W","VANZANT",37.6423,-86.6902,3738538,8641412
201503,1417663,554130,2,3.54,"WSW","VANZANT",37.6333,-86.6811,3737998,8640866
201503,1417663,554130,3,4.18,"WSW","VANZANT",37.6275,-86.6909,3737650,8641454
201503,1417663,554130,4,4.37,"WSW","VANZANT",37.6356,-86.6978,3738136,8641868
201503,1417663,554131,1,2.61,"N","PILOT VIEW",38.0075,-84.075,38450,844500
201503,1417663,554131,2,2.53,"SW","SEWELL SHOP",38.0078,-84.067,38468,844020
201503,1417663,554131,3,2.54,"WSW","SEWELL SHOP",38.0121,-84.0708,38726,844248
201503,1417663,554131,4,2.78,"WSW","SEWELL SHOP",38.011,-84.075,38660,844500
201503,1417663,554132,1,0,"N","PARIS",38.22,-84.25,3813200,8415000
201503,1417663,554132,2,.58,"SE","PARIS",38.2134,-84.2433,3812804,8414598
201503,1417663,554132,3,.6,"S","PARIS",38.2114,-84.2483,3812684,8414898
201503,1417663,554132,4,.28,"SSW","PARIS",38.2162,-84.2518,3812972,8415108
201503,1417663,554133,1,2.08,"WSW","HODGENVILLE",37.5581,-85.7849,3733486,8547094
201503,1417663,554133,2,2.14,"WSW","HODGENVILLE",37.561,-85.7874,3733660,8547244
201503,1417663,554133,3,2.29,"NNW","MATHERS MILL",37.559,-85.7902,3733540,8547412
201503,1417663,554133,4,2.16,"NNW","MATHERS MILL",37.5578,-85.7881,3733468,8547286
201503,1417663,554134,1,1.05,"S","BELLTOWN",37.5149,-85.2972,3730894,8517832
201503,1417663,554134,2,1,"SW","CALVARY",37.5089,-85.2816,3730534,8516896
201503,1417663,554134,3,.67,"W","CALVARY",37.5182,-85.2821,3731092,8516926
201503,1417663,554134,4,.94,"SE","BELLTOWN",37.5189,-85.2901,3731134,8517406
201503,1417663,554135,1,.72,"WNW","STONE",37.7354,-84.5613,3744124,8433678
201503,1417663,554135,2,.32,"N","STONE",37.7346,-84.5491,3744076,8432946
201503,1417663,554135,3,.27,"SW","STONE",37.7278,-84.5541,3743668,8433246
201503,1417663,554135,4,.65,"W","STONE",37.7313,-84.5619,3743878,8433714
201503,1417663,562163,1,1.06,"SE","PARIS",38.2077,-84.2382,3812462,8414292
201503,1417663,562163,2,1.09,"SE","PARIS",38.2082,-84.2367,3812492,8414202
201503,1417663,562163,3,1.32,"SE","PARIS",38.2043,-84.2362,3812258,8414172
201503,1417663,562163,4,1.23,"SSE","PARIS",38.2046,-84.2387,3812276,8414322
201503,1417663,562165,1,2.12,"WSW","BOSTON",37.7669,-85.705,3746014,8542300
201503,1417663,562165,2,2.13,"WSW","BOSTON",37.7652,-85.7041,3745912,8542246
201503,1417663,562165,3,2,"WSW","BOSTON",37.7662,-85.7023,3745972,8542138
201503,1417663,562165,4,2.02,"WSW","BOSTON",37.7679,-85.7036,3746074,8542216
201503,1417663,562167,1,.82,"NNE","LOCKPORT",38.4407,-84.9633,3826442,8457798
201503,1417663,562167,2,.9,"NE","LOCKPORT",38.4399,-84.9593,3826394,8457558
201503,1417663,562167,3,.62,"NE","LOCKPORT",38.4352,-84.9606,3826112,8457636
201503,1417663,562167,4,.47,"NNE","LOCKPORT",38.4358,-84.9655,3826148,8457930
201503,1417663,562173,1,1.1,"N","MASSEYS MILL",36.8956,-86.3835,3653736,8623010
201503,1417663,562173,2,1.29,"N","MASSEYS MILL",36.8986,-86.3818,3653916,8622908
201503,1417663,562173,3,1.17,"N","MASSEYS MILL",36.8968,-86.3772,3653808,8622632
201503,1417663,562173,4,.96,"N","MASSEYS MILL",36.8938,-86.3809,3653628,8622854
201503,1417663,562174,1,.26,"SW","DAVIDSON",37.5469,-86.7227,3732814,8643362
201503,1417663,562174,2,.15,"SW","DAVIDSON",37.5483,-86.7217,3732898,8643302
201503,1417663,562174,3,.16,"S","DAVIDSON",37.5476,-86.7196,3732856,8643176
201503,1417663,562174,4,.25,"S","DAVIDSON",37.5465,-86.7207,3732790,8643242
201503,1417663,562175,1,.59,"ESE","WOODSONVILLE",37.2678,-85.8896,3716068,8553376
201503,1417663,562175,2,.87,"E","WOODSONVILLE",37.2716,-85.8843,3716296,8553058
201503,1417663,562175,3,1.12,"E","WOODSONVILLE",37.2686,-85.8797,3716116,8552782
201503,1417663,562175,4,.84,"ESE","WOODSONVILLE",37.2656,-85.8858,3715936,8553148
201503,1417663,562177,1,1.65,"N","BROWNSVILLE",37.2037,-86.2659,3712222,8615954
201503,1417663,562177,2,1.63,"NNE","BROWNSVILLE",37.2007,-86.2556,3712042,8615336
201503,1417663,562177,3,2.3,"NNE","BROWNSVILLE",37.2113,-86.2561,3712678,8615366
201503,1417663,562177,4,2.6,"SSE","SWEEDEN",37.218,-86.2552,3713080,8615312
201503,1417663,562177,5,2.09,"ESE","LINDSEYVILLE",37.2195,-86.2643,3713170,8615858
201503,1417663,562177,6,1.9,"SE","LINDSEYVILLE",37.2139,-86.2719,3712834,8616314
201503,1417663,562178,1,.94,"ENE","WOODBURY",37.1858,-86.6346,3711148,8638076
201503,1417663,562178,2,1.3,"ENE","WOODBURY",37.1869,-86.6281,3711214,8637686
201503,1417663,562178,3,1.39,"E","WOODBURY",37.1832,-86.6251,3710992,8637506
201503,1417663,562178,4,1.06,"E","WOODBURY",37.18,-86.6307,3710800,8637842
201503,1417663,562181,1,.26,"S","ROCHESTER",37.2163,-86.9006,3712978,8654036
201503,1417663,562181,2,.37,"ESE","ROCHESTER",37.2184,-86.8936,3713104,8653616
201503,1417663,562181,3,.76,"SE","ROCHESTER",37.2137,-86.8886,3712822,8653316
201503,1417663,562181,4,.67,"SSE","ROCHESTER",37.2109,-86.8959,3712654,8653754
201503,1417663,562181,5,.56,"SSW","ROCHESTER",37.2123,-86.9032,3712738,8654192
201503,1417663,562181,6,.36,"SW","ROCHESTER",37.2165,-86.905,3712990,8654300
201503,1417679,554517,1,0,"N","COALRUN",39.57,-81.58,3934200,8134800
201503,1417679,554517,2,2.32,"W","WARNER",39.5674,-81.4634,3934044,8127804
201503,1417679,554517,3,.42,"E","MACKSBURG",39.6308,-81.4622,3937848,8127732
201503,1417679,554517,4,2,"NE","LOWER SALEM",39.5905,-81.3734,3935430,8122404
201503,1417679,554517,5,1,"N","HOHMAN",39.5445,-81.18,3932670,8110800
201503,1417679,554517,6,1.76,"ENE","NEWELL RUN",39.3934,-81.2421,3923604,8114526
201503,1417679,554517,7,3.02,"W","HILLS",39.4334,-81.5864,3926004,8135184
201503,1417679,554518,1,1,"SW","ALBANY",39.2198,-82.2132,3913188,8212792
201503,1417679,554518,2,1.02,"W","MINERAL",39.3225,-82.2888,3919350,8217328
201503,1417679,554518,3,1.02,"W","SHARPSBURG",39.43,-81.9391,3925800,8156346
201503,1417679,554518,4,1.02,"W","BROADWELL",39.37,-81.8991,3922200,8153946
201503,1417679,554518,5,0,"W","STEWART",39.3,-81.9,3918000,8154000
201503,1417679,554518,6,0,"W","HOCKINGPORT",39.18,-81.75,3910800,8145000
201503,1417679,554519,1,0,"N","LANGSVILLE",39.05,-82.18,393000,8210800
201503,1417679,554519,2,0,"N","DARWIN",39.15,-82.03,399000,821800
201503,1417679,554519,3,0,"N","TUPPERS PLAINS",39.17,-81.85,3910200,8151000
201503,1417679,554519,4,0,"N","BASHAN",39.05,-81.87,393000,8152200
201503,1417679,554519,5,1.18,"E","POMEROY",39.0306,-82.008,391836,82480
201503,1417679,554519,6,2.01,"SSE","RUTLAND",39.0231,-82.1155,391386,826930
201503,1417679,554520,1,3,"W","RIO GRANDE",38.88,-82.4258,3852800,8225548
201503,1417679,554520,2,0,"W","EWINGTON",39,-82.35,3900,8221000
201503,1417679,554520,3,0,"W","KYGER",38.98,-82.15,3858800,829000
201503,1417679,554520,4,0,"W","GALLIPOLIS",38.82,-82.2,3849200,8212000
201503,1417679,554520,5,.37,"NW","CHIPPER MILLS",38.7743,-82.2242,3846458,8213452
201503,1417679,554520,6,.92,"SSW","BLADEN",38.6584,-82.1883,3839504,8211298
201503,1417679,554520,7,1.35,"ENE","SWAN CREEK",38.6087,-82.1775,3836522,8210650
201503,1417679,554520,8,0,"ENE","CROWN CITY",38.6,-82.28,3836000,8216800
201503,1417679,554521,1,0,"N","IRONTON",38.53,-82.67,3831800,8240200
201503,1417679,554521,2,1,"W","PINE GROVE",38.62,-82.7185,3837200,8243110
201503,1417679,554521,3,2,"N","BUCKHORN",38.799,-82.63,3847940,8237800
201503,1417679,554521,4,0,"N","WATERLOO",38.7,-82.47,3842000,8228200
201503,1417679,554521,5,0,"N","ARABIA",38.67,-82.47,3840200,8228200
201503,1417679,554521,6,1.3,"N","MILLER",38.5485,-82.2956,3832910,8217736
201503,1417679,554521,7,.6,"NW","PROCTORVILLE",38.4368,-82.3867,3826208,8223202
201503,1417679,554521,8,.34,"SW","NORTH KENOVA",38.4169,-82.5847,3825014,8235082
201503,1417680,554522,1,0,"N","KEHOE",38.48,-83.05,3828800,833000
201503,1417680,554522,2,4.45,"WSW","BRUSHART",38.5032,-83.1595,3830192,839570
201503,1417680,554522,3,0,"WSW","SOUTH SHORE",38.72,-82.97,3843200,8258200
201503,1417680,554522,4,.45,"WSW","LIMEVILLE",38.6971,-82.8875,3841826,8253250
201503,1417680,554522,5,1.46,"WNW","GREENUP",38.591,-82.8532,3835460,8251192
201503,1417680,554522,6,1.39,"SE","RIVERTON",38.5561,-82.8015,3833366,8248090
201503,1417680,554522,7,1.22,"WNW","RUSSELL",38.5384,-82.6998,3832304,8241988
201503,1417680,554522,8,1.22,"E","HUNNEWELL",38.42,-82.8275,3825200,8249650
201503,1417680,554523,1,0,"N","JERIEL",38.22,-82.85,3813200,8251000
201503,1417680,554523,2,1,"S","OLIVE HILL",38.2855,-83.17,3817130,8310200
201503,1417680,554523,3,0,"S","SMITHS CREEK",38.47,-83.18,3828200,8310800
201503,1417680,554523,4,0,"S","GRAYSON",38.33,-82.95,3819800,8257000
201503,1417680,554523,5,2.23,"NW","NORTON BRANCH",38.3515,-82.8306,3821090,8249836
201503,1417680,554524,1,0,"N","COALTON",38.37,-82.75,3822200,8245000
201503,1417680,554524,2,2.14,"NW","PRINCESS",38.4048,-82.7739,3824288,8246434
201503,1418073,569034,1,1.74,"SE","BIG COPPITT KEY",24.5801,-81.6829,2434806,8140974
201503,1418073,569035,1,2.78,"WNW","LAYTON",24.843,-80.862,2450580,8051720
201503,1418073,569036,1,1.74,"SE","BIG COPPITT KEY",24.5801,-81.6829,2434806,8140974
201503,1418073,569037,1,0,"N","MOLASSES REEF LIGHT",25.01,-80.38,25600,8022800
201503,1418073,569038,1,2.69,"E","MARATHON",24.7263,-81.0477,2443578,812862
201503,1418073,569039,1,0,"N","SMITH SHOAL LIGHT",24.72,-81.92,2443200,8155200
201503,1418073,569040,1,1.23,"WNW","KEY WEST",24.5671,-81.7979,2434026,8147874
201503,1418073,569041,1,1.56,"E","KEY WEST",24.5571,-81.7554,2433426,8145324
201503,1418073,569042,1,.33,"SE","SAND KEY LIGHT",24.456,-81.877,2427360,8152620
201503,1418073,569043,1,2.13,"WSW","SUMMERLAND KEY",24.6478,-81.4812,2438868,8128872
201503,1418075,569145,1,.91,"SE","MERCURY",31.41,-99.16,3124600,999600
201503,1418075,569146,1,.59,"W","ELM GROVE",31.43,-99.06,3125800,993600
201503,1418076,569224,1,2.23,"NE","SWEETWATER GESIN ARP",32.42,-100.34,3225200,10020400
201503,1418076,569225,1,10.5,"ENE","SWEETWATER GESIN ARP",32.45,-100.2,3227000,10012000
201503,1418077,570647,1,2.7,"SW","WHITESBURG",33.45,-84.95,3327000,8457000
201503,1418077,570648,1,1.86,"ESE","MC BRIDE",33.37,-84.75,3322200,8445000
201503,1418077,570649,1,0,"N","NEWNAN",33.37,-84.8,3322200,8448000
201503,1418077,570650,1,1.34,"WNW","SHARPSBURG",33.3407,-84.6694,3320442,8440164
201503,1418077,570651,1,0,"N","SENOIA",33.3,-84.55,3318000,8433000
201503,1418077,570652,1,.9,"SW","NEWNAN",33.36,-84.81,3321600,8448600
201503,1418077,570654,1,2.15,"NNE","CORDELE ARPT",32.01,-83.76,32600,8345600
201503,1418077,570655,1,2.76,"N","CORDELE ARPT",32.02,-83.77,321200,8346200
201503,1418077,570657,1,2.3,"SW","EASTMAN",32.1775,-83.2091,3210650,8312546
201503,1418077,570657,2,.58,"E","BEEHIVE",32.28,-83.11,3216800,836600
201503,1418077,570658,1,1.99,"E","OASIS",34.915,-84.4354,3454900,8426124
201503,1418077,570661,1,0,"N","TYRONE",33.47,-84.6,3328200,8436000
201503,1418077,570661,2,1.03,"NNE","SHAKE RAG",33.4341,-84.5641,3326046,8433846
201503,1418077,570662,1,.69,"N","PERRY",32.46,-83.73,3227600,8343800
201503,1418077,570663,1,.9,"SW","BULLOCH CROSSROADS",32.86,-84.64,3251600,8438400
201503,1418077,570664,1,1.35,"WNW","BOLINGBROKE",32.96,-83.82,3257600,8349200
201503,1418077,570665,1,1.38,"SSE","PEDENVILLE",33.1005,-84.4945,336030,8429670
201503,1418077,570665,2,1.3,"W","ZEBULON",33.0977,-84.3723,335862,8422338
201503,1418077,570666,1,2.34,"SW","VIDALIA",32.195,-82.4469,3211700,8226814
201503,1418077,570666,2,.76,"W","LYONS",32.201,-82.3329,3212060,8219974
201503,1418077,570667,1,1.5,"SSW","LEES CROSSING",33.03,-85.06,331800,853600
201503,1418077,570668,1,2.07,"S","LA GRANGE",33,-85.03,3300,851800
201503,1418077,570673,1,1.5,"NNE","LA GRANGE CALLAWY AR",33.02,-85.06,331200,853600
201503,1418077,570677,1,1.16,"E","LEES CROSSING",33.05,-85.03,333000,851800
201503,1418077,570679,1,2.11,"E","BARKER SPG",32.8716,-84.2838,3252296,8417028
201503,1418077,570680,1,0,"N","JORDAN",32.03,-82.67,321800,8240200
201502,92605,554906,1,2.78,"WSW","GEYSERVILLE",38.69,-122.95,3841400,12257000
201502,92605,554906,2,2.76,"WSW","GEYSERVILLE",38.6876,-122.9487,3841256,12256922
201502,92605,554906,3,2.61,"WSW","GEYSERVILLE",38.6881,-122.9459,3841286,12256754
201502,92605,554906,4,2.57,"WSW","GEYSERVILLE",38.6907,-122.9462,3841442,12256772
201502,92605,554907,1,2.37,"NNW","ALAMEDA",37.8032,-122.281,3748192,12216860
201502,92605,554907,2,2.15,"NNW","ALAMEDA",37.7998,-122.2814,3747988,12216884
201502,92605,554907,3,2.14,"NNW","ALAMEDA",37.8003,-122.2778,3748018,12216668
201502,92605,554907,4,2.34,"NNW","ALAMEDA",37.8031,-122.279,3748186,12216740
201502,92605,554908,1,7.28,"ENE","RUTHERFORD",38.5069,-122.2939,3830414,12217634
201503,1417704,555257,4,.72,"NNE","GRESHAM",32.2401,-95.3469,3214406,9520814
201503,1417704,555260,1,1.4,"ENE","TENNERYVILLE",32.5359,-94.777,3232154,9446620
201503,1417704,555260,2,2.85,"N","LONGVIEW EASTSIDE AR",32.5405,-94.6905,3232430,9441430
201503,1417704,555260,3,2.16,"SSE","LONGVIEW EASTSIDE AR",32.471,-94.6864,3228260,9441184
201503,1417704,555260,4,.7,"ESE","BODIE",32.4664,-94.7688,3227984,9446128
201503,1417704,555261,1,4.58,"WSW","BULLARD",32.1083,-95.4039,326498,9524234
201503,1417704,555261,2,2.77,"S","REESE",31.9802,-95.3861,3158812,9523166
201503,1417704,555261,3,2.03,"S","TUCULA",31.9907,-95.2171,3159442,9513026
201503,1417704,555261,4,3.44,"NNW","MIXON",32.1234,-95.2487,327404,9514922
201503,1417704,555262,1,1.8,"NNW","CRIMCREST",32.1719,-94.8367,3210314,9450202
201503,1417704,555262,2,2.47,"NE","HENDERSON",32.1748,-94.7694,3210488,9446164
201503,1417704,555262,3,2.13,"ESE","HENDERSON",32.1358,-94.7677,328148,9446062
201503,1417704,555262,4,1.16,"SSW","CRIMCREST",32.1344,-94.8275,328064,9449650
201503,1417704,555263,1,2.45,"N","TATUM",32.335,-94.5132,3220100,9430792
201503,1417704,555263,2,2.63,"NNE","TATUM",32.3358,-94.5045,3220148,9430270
201503,1417704,555263,3,1.49,"NNE","TATUM",32.3183,-94.5064,3219098,9430384
201503,1417704,555263,4,1.4,"NNE","TATUM",32.3192,-94.5121,3219152,9430726
201503,1417704,555264,1,3.2,"NNW","MARSHALL",32.5712,-94.3952,3234272,9423712
201503,1417704,555264,2,1.59,"ESE","MARSHALL NORTHEAST",32.5685,-94.3063,3234110,9418378
201503,1417704,555264,3,.87,"WSW","MARSHALL ARPT",32.5162,-94.3142,3230972,9418852
201503,1417704,555264,4,1.8,"WSW","MARSHALL",32.522,-94.3993,3231320,9423958
201503,1417704,555265,1,1.68,"SSE","RIDERVILLE",32.1765,-94.3726,3210590,9422356
201503,1417704,555265,2,1.14,"NW","CARTHAGE CO ARPT",32.1806,-94.3149,3210836,9418894
201503,1417704,555265,3,2.48,"S","CARTHAGE CO ARPT",32.1344,-94.3053,328064,9418318
201503,1417704,555265,4,1.56,"SW","CARTHAGE",32.1338,-94.3684,328028,9422104
201503,1417705,555266,1,4.31,"NNE","REEDS STORE",32.2275,-93.7716,3213650,9346296
201503,1417705,555266,2,4.16,"WSW","FRIERSON",32.2299,-93.7672,3213794,9346032
201503,1417705,555266,3,4.11,"WSW","FRIERSON",32.2285,-93.7656,3213710,9345936
201503,1417705,555266,4,4.27,"NNE","REEDS STORE",32.2266,-93.7705,3213596,9346230
201503,1417705,555267,1,2.45,"N","LOLA",31.8854,-93.7805,3153124,9346830
201503,1417705,555267,2,2.9,"N","LOLA",31.892,-93.7808,3153520,9346848
201503,1417705,555267,3,.77,"SE","CATUNA",31.8922,-93.7106,3153532,9342636
201503,1417705,555267,4,1.08,"NW","BENSON",31.8823,-93.7113,3152938,9342678
201503,1417705,555268,1,1.74,"NW","SHREVEPORT",32.5,-93.7683,3230000,9346098
201503,1417705,555268,2,2.28,"ENE","SHREVEPORT",32.4942,-93.7148,3229652,9342888
201503,1417705,555268,3,.77,"NE","LUCAS",32.409,-93.6921,3224540,9341526
201503,1417705,555268,4,1.94,"ENE","LA ROSEN",32.4067,-93.7676,3224402,9346056
201503,1417705,555269,1,.93,"NNE","BOSSIER CITY",32.533,-93.7154,3231980,9342924
201503,1417705,555269,2,1.78,"N","CURTIS",32.4554,-93.6447,3227324,9338682
201503,1417705,555269,3,2.6,"N","SLIGO",32.4872,-93.587,3229232,9335220
201503,1417705,555269,4,1.52,"E","FERGUSON",32.5521,-93.644,3233126,9338640
201503,1417705,555271,1,2.34,"ENE","SPRING RIDGE",32.3308,-93.9121,3219848,9354726
201503,1417705,555271,2,2.33,"ENE","SPRING RIDGE",32.3284,-93.9114,3219704,9354684
201503,1417705,555271,3,2,"ENE","SPRING RIDGE",32.326,-93.9165,3219560,9354990
201503,1417705,555271,4,1.99,"ENE","SPRING RIDGE",32.3285,-93.9174,3219710,9355044
201503,1417705,555272,1,.45,"SSW","SHREVEPORT",32.4745,-93.754,3228470,9345240
201503,1417705,555272,2,.55,"SSW","SHREVEPORT",32.4728,-93.7541,3228368,9345246
201503,1417705,555272,3,.52,"S","SHREVEPORT",32.4724,-93.7504,3228344,9345024
201503,1417705,555272,4,.38,"S","SHREVEPORT",32.4745,-93.7506,3228470,9345036
201503,1417705,555273,1,1.44,"N","MANSFIELD ARPT",32.0908,-93.7711,325448,9346266
201503,1417705,555273,2,1.73,"NW","CARMEL",32.0995,-93.6385,325970,9338310
201503,1417705,555273,3,2.88,"N","OXFORD",31.9617,-93.6282,3157702,9337692
201503,1417705,555273,4,3.94,"WNW","TRENTON",31.9546,-93.7807,3157276,9346842
201503,1417705,555274,1,3.48,"NE","MC DADE",32.3578,-93.4906,3221468,9329436
201503,1417705,555274,2,3.57,"ENE","ELM GROVE",32.363,-93.4907,3221780,9329442
201503,1417705,555274,3,3.74,"W","LAKE BISTINEAU SOUTH",32.363,-93.4636,3221780,9327816
201503,1417705,555274,4,4.06,"WSW","LAKE BISTINEAU SOUTH",32.3471,-93.4641,3220826,9327846
201503,1417706,555270,1,.47,"NW","AGRICULTURAL SCHOOL",33.2856,-93.2346,3317136,9314076
201503,1417706,555270,2,.42,"NNE","AGRICULTURAL SCHOOL",33.2858,-93.2279,3317148,9313674
201503,1417706,555270,3,.34,"NNE","AGRICULTURAL SCHOOL",33.2847,-93.2281,3317082,9313686
201503,1417706,555270,4,.42,"NW","AGRICULTURAL SCHOOL",33.2848,-93.2344,3317088,9314064
201503,1417710,555481,1,3.34,"SW","CARLIN BAY",47.5119,-116.8141,4730714,11648846
201503,1417710,555481,2,3.34,"SW","CARLIN BAY",47.5118,-116.8138,4730708,11648828
201503,1417710,555481,3,3.33,"SW","CARLIN BAY",47.5119,-116.8138,4730714,11648828
201503,1417710,555481,4,3.33,"SW","CARLIN BAY",47.5119,-116.8139,4730714,11648834
201503,1417710,555482,1,.48,"NNE","CLARKSVILLE",47.7567,-116.727,4745402,11643620
